session_id,perfil_usuario,tipo_dispositivo,dia_semana,faixa_horaria,origem_acesso,objetivo_sessao,pageviews,tempo_busca_segundos,tempo_leitura_segundos,tempo_total_segundos,usou_busca,clicou_comunicado,clicou_link_operacional,sucesso_encontrou_o_que_queria,tipo_conteudo_principal,numero_interacoes,proporcao_tempo_leitura,abandono_rapido
198,Operacional,desktop,segunda,08-11,home_direta,buscar_sistema,3,16.98,48.09,86.03,0,0,0,0,Site Page,3,0.559,0
199,Tecnico,desktop,quinta,14-17,link_email,ler_comunicado,4,11.22,80.44,102.98,0,0,0,1,News Post,4,0.7811,0
200,Operacional,mobile_web,quinta,14-17,link_email,acompanhar_noticias,5,14.61,177.25,205.23,0,1,0,1,News Post,6,0.8637,0
201,Pesquisador,desktop,quinta,11-14,link_email,buscar_documento,2,32.76,54.52,111.4,0,0,1,0,Document,3,0.4894,0
202,Administrativo,desktop,quarta,08-11,home_direta,ler_comunicado,3,11.06,62.27,82.52,0,0,0,1,News Post,3,0.7546,0
203,Operacional,desktop,quinta,08-11,atalho_sistema,buscar_documento,3,67.78,35.32,116.08,1,0,0,1,Document,4,0.3043,0
204,Administrativo,desktop,domingo,14-17,atalho_sistema,buscar_pessoa,1,70.11,16.51,93.93,1,0,0,1,Site Page,2,0.1758,0
205,Pesquisador,desktop,segunda,20-06,atalho_sistema,buscar_pessoa,2,31.24,15.54,56.55,1,0,0,0,Site Page,3,0.2748,0
206,Pesquisador,desktop,sexta,08-11,atalho_sistema,ler_comunicado,2,6.8,136.43,159.69,0,1,0,1,News Post,3,0.8543,0
207,Administrativo,desktop,quinta,08-11,home_direta,buscar_documento,1,13.82,5.36,38.93,0,0,1,0,Document,2,0.1377,1
208,Operacional,desktop,quarta,14-17,atalho_sistema,buscar_pessoa,1,134.64,23.77,198.23,1,0,0,0,Site Page,2,0.1199,0
209,Administrativo,desktop,quarta,08-11,link_email,buscar_documento,3,199.79,19.62,236.04,1,0,1,0,Document,5,0.0831,0
210,Pesquisador,desktop,segunda,08-11,home_direta,buscar_documento,3,11.52,44.83,65.06,0,0,1,1,Document,4,0.6891,0
211,Administrativo,desktop,sexta,08-11,home_direta,ler_comunicado,3,10.09,79.72,122.59,0,1,0,1,News Post,4,0.6503,0
212,Administrativo,desktop,quarta,17-20,busca_interna,buscar_sistema,4,79.75,23.88,107.95,1,0,1,1,Site Page,6,0.2212,0
213,Operacional,desktop,quarta,14-17,home_direta,buscar_sistema,5,7.81,69.05,87.44,0,0,1,1,Site Page,6,0.7897,0
214,Pesquisador,desktop,quinta,06-08,busca_interna,buscar_sistema,4,63.95,15.82,102.56,1,0,1,1,Site Page,6,0.1543,0
215,Operacional,desktop,segunda,06-08,busca_interna,buscar_documento,2,57.42,28.54,98.13,1,0,0,0,Document,3,0.2908,0
216,Administrativo,desktop,sabado,17-20,home_direta,ler_comunicado,1,9.01,127.13,163.33,0,1,0,0,News Post,2,0.7784,0
217,Administrativo,desktop,segunda,08-11,busca_interna,buscar_sistema,3,32.28,25.82,70.87,1,0,0,1,Site Page,4,0.3643,0
218,Administrativo,desktop,sexta,14-17,atalho_sistema,ler_comunicado,2,10.17,104.53,119.51,0,0,0,1,News Post,2,0.8747,0
219,Operacional,desktop,sabado,08-11,home_direta,acompanhar_noticias,4,13.37,134.26,160.33,0,1,0,1,News Post,5,0.8374,0
220,Administrativo,desktop,segunda,11-14,home_direta,acompanhar_noticias,8,4.38,72.24,95.9,0,1,0,1,News Post,9,0.7533,0
221,Administrativo,desktop,domingo,08-11,atalho_sistema,buscar_sistema,2,30.58,10.25,57.92,0,0,1,0,Site Page,3,0.177,0
222,Pesquisador,desktop,quarta,08-11,home_direta,buscar_documento,2,24.36,7.05,58.44,0,0,1,0,Document,3,0.1206,0
223,Administrativo,desktop,terca,14-17,home_direta,buscar_sistema,4,32.07,32.36,71.14,0,0,1,0,Site Page,5,0.4549,0
224,Pesquisador,desktop,quinta,11-14,busca_interna,buscar_documento,3,15.96,19.97,51.11,1,0,1,1,Document,5,0.3907,0
225,Tecnico,desktop,quinta,06-08,atalho_sistema,buscar_sistema,4,20.96,15.33,76.77,0,0,1,1,Site Page,5,0.1997,0
226,Administrativo,desktop,segunda,14-17,busca_interna,buscar_sistema,5,34.08,30.33,75.27,1,0,1,0,Site Page,7,0.4029,0
227,Tecnico,desktop,quarta,14-17,atalho_sistema,buscar_sistema,4,21.62,49.34,93.38,0,0,1,0,Site Page,5,0.5284,0
228,Administrativo,desktop,terca,11-14,home_direta,buscar_sistema,1,21.85,60.62,89.85,0,0,1,1,Site Page,2,0.6747,0
229,Tecnico,desktop,quarta,14-17,atalho_sistema,buscar_documento,2,26.81,86.75676268504809,128.97852179998173,1,0,1,1,Document,4,0.6726,0
230,Pesquisador,desktop,sexta,17-20,busca_interna,buscar_documento,1,19.52,46.03,104.33,1,0,1,1,Document,3,0.4412,0
231,Pesquisador,desktop,domingo,08-11,atalho_sistema,buscar_documento,1,27.78,15.8,53.54,0,0,1,1,Document,2,0.2951,0
232,Tecnico,desktop,segunda,11-14,atalho_sistema,buscar_sistema,4,23.49,16.81,54.37,0,0,1,0,Site Page,5,0.3092,0
233,Tecnico,desktop,terca,14-17,home_direta,acompanhar_noticias,3,2.58,43.6,51.41,0,1,0,1,News Post,4,0.8481,0
234,Tecnico,desktop,sexta,08-11,busca_interna,buscar_documento,2,24.04,20.37,53.9,1,0,1,1,Document,4,0.3779,0
235,Tecnico,desktop,sexta,17-20,home_direta,buscar_sistema,5,32.02,16.16,81.86,0,0,1,1,Site Page,6,0.1974,0
236,Operacional,desktop,domingo,20-06,busca_interna,buscar_documento,3,29.14,9.77,40.72,1,0,1,1,Document,5,0.2399,0
237,Operacional,desktop,sabado,11-14,busca_interna,buscar_documento,1,32.34,16.34,55.52,1,0,0,1,Document,2,0.2943,0
238,Pesquisador,mobile_web,quinta,14-17,busca_interna,buscar_documento,3,86.19,42.55,135.63,1,0,1,0,Document,5,0.3137,0
239,Pesquisador,desktop,sexta,08-11,home_direta,buscar_documento,1,16.65,45.69,85.46,0,0,0,1,Document,1,0.5346,0
240,Pesquisador,desktop,terca,06-08,busca_interna,buscar_sistema,2,53.44,27.41,106.4,1,0,1,1,Site Page,4,0.2576,0
241,Pesquisador,desktop,quinta,08-11,home_direta,acompanhar_noticias,9,16.52,24.28,70.99,0,1,0,1,News Post,10,0.342,0
242,Administrativo,desktop,quarta,08-11,home_direta,buscar_sistema,2,68.9,36.64,127.79,0,0,0,1,Site Page,2,0.2867,0
243,Tecnico,desktop,terca,06-08,atalho_sistema,buscar_sistema,2,7.52,41.51,51.86,0,0,0,1,Site Page,2,0.8004,0
244,Administrativo,desktop,segunda,20-06,busca_interna,buscar_documento,4,124.82,67.08,197.66,1,0,0,1,Document,5,0.3394,0
245,Pesquisador,desktop,segunda,11-14,atalho_sistema,buscar_sistema,4,77.39,13.35,100.67,0,0,0,0,Site Page,4,0.1326,0
246,Pesquisador,desktop,quinta,11-14,home_direta,buscar_documento,3,68.65,24.5,101.28,1,0,1,1,Document,5,0.2419,0
247,Administrativo,desktop,sexta,14-17,link_email,ler_comunicado,4,11.24,64.49,81.02,0,1,0,1,News Post,5,0.796,0
248,Tecnico,desktop,quarta,17-20,home_direta,buscar_documento,1,48.33,25.72,75.26,0,0,0,1,Document,1,0.3417,0
249,Operacional,desktop,terca,08-11,atalho_sistema,buscar_sistema,3,33.07,23.35,68.98,0,0,1,1,Site Page,4,0.3385,0
250,Administrativo,desktop,segunda,08-11,atalho_sistema,buscar_sistema,6,13.75,23.25,43.72,0,0,1,1,Site Page,7,0.5318,0
251,Pesquisador,desktop,segunda,08-11,home_direta,buscar_sistema,2,92.55,16.94,128.57,0,0,0,0,Site Page,2,0.1318,0
252,Pesquisador,desktop,domingo,08-11,home_direta,buscar_sistema,6,36.3,15.15,75.55,0,0,1,1,Site Page,7,0.2005,0
253,Tecnico,desktop,segunda,11-14,home_direta,acompanhar_noticias,3,4.54,103.38,124.03,0,1,0,1,News Post,4,0.8335,0
254,Tecnico,desktop,quarta,17-20,atalho_sistema,buscar_sistema,3,52.61,56.84,129.37,0,0,1,1,Site Page,4,0.4394,0
255,Tecnico,desktop,quarta,08-11,home_direta,buscar_documento,3,52.89,24.18,84.21,1,0,1,1,Document,5,0.2871,0
256,Administrativo,desktop,quarta,17-20,home_direta,buscar_sistema,3,24.7,18.68,54.57,0,0,1,1,Site Page,4,0.3423,0
257,Pesquisador,desktop,terca,08-11,link_email,acompanhar_noticias,3,6.83,138.97,146.23,0,0,0,1,News Post,3,0.9504,0
258,Pesquisador,desktop,domingo,11-14,busca_interna,buscar_sistema,1,45.7,33.04,87.27,1,0,1,1,Site Page,3,0.3786,0
259,Administrativo,desktop,segunda,08-11,atalho_sistema,buscar_sistema,4,19.1,41.22,68.71,0,0,1,0,Site Page,5,0.5999,0
260,Tecnico,desktop,segunda,11-14,busca_interna,buscar_documento,3,131.57,13.74,183.54,1,0,1,1,Document,5,0.0749,0
261,Operacional,desktop,sabado,20-06,busca_interna,buscar_sistema,4,51.58,11.66,112.05,1,0,1,0,Site Page,6,0.1041,0
262,Pesquisador,desktop,sexta,11-14,link_email,buscar_documento,3,59.05,17.83,79.7,0,0,0,1,Document,3,0.2237,0
263,Pesquisador,desktop,quarta,08-11,home_direta,buscar_sistema,2,42.41,77.05,139.72,0,0,0,1,Site Page,2,0.5515,0
264,Pesquisador,desktop,quinta,17-20,atalho_sistema,buscar_sistema,4,6.18,16.82,29.99,0,0,1,1,Site Page,5,0.5609,0
265,Tecnico,desktop,quinta,06-08,home_direta,buscar_documento,3,51.25,49.88,113.39,0,0,1,1,Document,4,0.4399,0
266,Tecnico,desktop,domingo,14-17,atalho_sistema,buscar_sistema,3,42.57,83.92,139.83,0,0,1,1,Site Page,4,0.6002,0
267,Tecnico,desktop,quarta,08-11,link_email,acompanhar_noticias,6,21.67,82.18,107.44,0,0,0,1,News Post,6,0.7649,0
268,Administrativo,desktop,sexta,08-11,busca_interna,buscar_documento,6,71.54,20.04,110.23,1,0,1,1,Document,8,0.1818,0
269,Administrativo,desktop,terca,08-11,atalho_sistema,buscar_pessoa,3,70.76,23.51,98.98,1,0,0,1,Site Page,4,0.2375,0
270,Administrativo,desktop,terca,14-17,home_direta,acompanhar_noticias,7,20.42,101.26,146.2,0,0,0,1,News Post,7,0.6926,0
271,Operacional,desktop,segunda,14-17,atalho_sistema,ler_comunicado,3,8.52,199.06,213.85,0,1,0,0,News Post,4,0.9308,0
272,Tecnico,desktop,sexta,11-14,home_direta,ler_comunicado,4,22.97,76.71,115.04,0,0,0,1,News Post,4,0.6668,0
273,Pesquisador,desktop,terca,14-17,home_direta,ler_comunicado,4,2.4,123.77,139.66,0,1,0,1,News Post,5,0.8862,0
274,Operacional,desktop,segunda,11-14,home_direta,acompanhar_noticias,6,18.64,57.43,114.77,0,1,0,1,News Post,7,0.5004,0
275,Operacional,desktop,sabado,08-11,home_direta,buscar_sistema,1,17.91,29.52,64.37,0,0,1,1,Site Page,2,0.4586,0
276,Administrativo,desktop,quarta,11-14,home_direta,ler_comunicado,2,8.82,146.8,164.84,0,1,0,1,News Post,3,0.8906,0
277,Tecnico,desktop,sexta,14-17,link_email,buscar_documento,4,28.79,17.5,49.68,0,0,0,1,Document,4,0.3523,0
278,Operacional,desktop,terca,08-11,atalho_sistema,buscar_sistema,3,19.97,21.38,66.56,0,0,1,1,Site Page,4,0.3212,0
279,Operacional,desktop,terca,08-11,home_direta,ler_comunicado,2,10.99,50.14,67.76,0,0,0,1,News Post,2,0.74,0
280,Operacional,desktop,sexta,06-08,link_email,ler_comunicado,5,8.5,34.34,45.53,0,0,0,1,News Post,5,0.7542,0
281,Tecnico,desktop,terca,08-11,atalho_sistema,buscar_pessoa,1,23.5,13.83,46.11,0,0,0,0,Site Page,1,0.2999,0
282,Operacional,desktop,segunda,08-11,atalho_sistema,ler_comunicado,4,8.46,125.29,136.91,0,1,0,1,News Post,5,0.9151,0
283,Operacional,desktop,sexta,11-14,home_direta,buscar_documento,2,107.85,30.81,144.28,1,0,1,1,Document,4,0.2135,0
284,Pesquisador,desktop,quinta,11-14,atalho_sistema,ler_comunicado,3,7.11,61.54,92.09,0,1,0,1,News Post,4,0.6683,0
285,Tecnico,desktop,segunda,11-14,busca_interna,buscar_documento,1,54.39,21.56,85.79,1,0,1,1,Document,3,0.2513,0
286,Operacional,desktop,sexta,11-14,busca_interna,buscar_pessoa,1,36.57,12.7,52.43,1,0,0,1,Site Page,2,0.2422,0
287,Operacional,desktop,quinta,17-20,busca_interna,buscar_sistema,4,52.71,33.84,98.28,1,0,1,0,Site Page,6,0.3443,0
288,Tecnico,desktop,quarta,14-17,atalho_sistema,buscar_sistema,5,61.53,13.94,113.39,0,0,0,1,Site Page,5,0.1229,0
289,Pesquisador,desktop,quarta,08-11,link_email,buscar_documento,6,22.23,11.75,58.13,0,0,1,1,Document,7,0.2021,0
290,Pesquisador,desktop,segunda,20-06,busca_interna,buscar_documento,2,125.88,36.42,164.16,1,0,0,1,Document,3,0.2219,0
291,Operacional,desktop,terca,14-17,home_direta,acompanhar_noticias,5,17.01,46.15,67.17,0,1,0,1,News Post,6,0.6871,0
292,Administrativo,desktop,terca,08-11,busca_interna,buscar_sistema,6,48.19,14.14,121.32,1,0,0,1,Site Page,7,0.1166,0
293,Administrativo,desktop,domingo,14-17,link_email,acompanhar_noticias,5,20.65,63.16,85.13,0,1,0,0,News Post,6,0.7419,0
294,Pesquisador,desktop,quarta,11-14,home_direta,ler_comunicado,6,3.21,61.8,103.53,0,1,0,1,News Post,7,0.5969,0
295,Operacional,desktop,quinta,08-11,busca_interna,ler_comunicado,2,23.09,65.67,92.2,1,1,0,1,News Post,4,0.7123,0
296,Tecnico,desktop,segunda,06-08,home_direta,acompanhar_noticias,4,32.67,23.24,57.8,0,1,0,1,News Post,5,0.4021,0
297,Administrativo,desktop,sexta,20-06,atalho_sistema,acompanhar_noticias,6,16.33,74.45,101.96,0,1,0,1,News Post,7,0.7302,0
298,Operacional,desktop,quarta,08-11,atalho_sistema,ler_comunicado,2,8.43,80.52,96.02,0,1,0,0,News Post,3,0.8386,0
299,Tecnico,desktop,quinta,14-17,atalho_sistema,buscar_sistema,3,27.14,38.79,94.63,0,0,1,1,Site Page,4,0.4099,0
300,Tecnico,desktop,terca,11-14,busca_interna,buscar_documento,2,46.55,19.75,75.85,1,0,1,1,Document,4,0.2604,0
301,Pesquisador,desktop,sexta,17-20,busca_interna,buscar_documento,2,122.64,27.12,167.89,1,0,0,0,Document,3,0.1615,0
302,Pesquisador,desktop,quinta,14-17,home_direta,acompanhar_noticias,3,21.69,92.92,127.31,0,0,0,1,News Post,3,0.7299,0
303,Operacional,desktop,sabado,08-11,link_email,ler_comunicado,4,9.85,56.75,68.39,0,1,0,1,News Post,5,0.8298,0
304,Administrativo,desktop,quinta,17-20,atalho_sistema,buscar_sistema,4,44.26,52.62,109.11,0,0,1,1,Site Page,5,0.4823,0
305,Administrativo,desktop,quinta,11-14,atalho_sistema,buscar_pessoa,3,19.85,15.49,48.32,0,0,0,1,Site Page,3,0.3206,0
306,Operacional,desktop,sexta,11-14,atalho_sistema,buscar_sistema,3,20.86,21.16,68.36,0,0,1,1,Site Page,4,0.3095,0
307,Pesquisador,desktop,sabado,08-11,busca_interna,acompanhar_noticias,4,18.56,56.78,84.07,1,1,0,1,News Post,6,0.6754,0
308,Pesquisador,desktop,sexta,08-11,link_email,ler_comunicado,1,8.22,108.55,119.1,0,1,0,0,News Post,2,0.9114,0
309,Operacional,desktop,quinta,17-20,busca_interna,buscar_pessoa,1,232.93,9.13,262.66,1,0,0,1,Site Page,2,0.0348,0
310,Operacional,desktop,quinta,06-08,busca_interna,buscar_sistema,2,50.01,31.75,105.9,1,0,1,0,Site Page,4,0.2998,0
311,Operacional,desktop,segunda,20-06,home_direta,acompanhar_noticias,7,11.88,54.42,95.88,0,1,0,1,News Post,8,0.5676,0
312,Administrativo,desktop,quarta,20-06,home_direta,ler_comunicado,2,15.6,60.88,111.16,0,1,0,1,News Post,3,0.5477,0
313,Tecnico,desktop,terca,08-11,home_direta,buscar_documento,4,25.42,40.71,81.62,0,0,1,0,Document,5,0.4988,0
314,Administrativo,desktop,quarta,08-11,home_direta,acompanhar_noticias,6,31.62,56.53,113.74,0,0,0,1,News Post,6,0.497,0
315,Administrativo,desktop,terca,08-11,home_direta,buscar_sistema,4,16.17,43.28,85.58,0,0,0,1,Site Page,4,0.5057,0
316,Tecnico,desktop,quinta,14-17,atalho_sistema,buscar_documento,2,39.98,12.53,76.15,1,0,0,1,Document,3,0.1645,0
317,Pesquisador,desktop,quarta,14-17,busca_interna,buscar_documento,4,181.66,12.4,200.14,1,0,1,0,Document,6,0.062,0
318,Operacional,desktop,terca,11-14,home_direta,ler_comunicado,1,3.77,44.53,75.63,0,1,0,0,News Post,2,0.5888,0
319,Pesquisador,desktop,quinta,11-14,home_direta,acompanhar_noticias,5,16.14,15.83,42.29,0,1,0,0,News Post,6,0.3743,1
320,Administrativo,desktop,quarta,06-08,link_email,buscar_sistema,2,21.42,8.99,48.37,0,0,1,0,Site Page,3,0.1859,0
321,Tecnico,desktop,segunda,11-14,link_email,acompanhar_noticias,2,15.79,36.47,68.04,0,1,0,1,News Post,3,0.536,0
322,Administrativo,desktop,quinta,14-17,home_direta,buscar_sistema,3,40.06,30.47,88.76,0,0,1,1,Site Page,4,0.3433,0
323,Pesquisador,desktop,segunda,08-11,atalho_sistema,ler_comunicado,4,14.54,30.08,50.65,0,1,0,1,News Post,5,0.5939,0
324,Tecnico,desktop,sexta,20-06,home_direta,acompanhar_noticias,6,6.82,50.95,67.51,0,0,0,1,News Post,6,0.7547,0
325,Administrativo,desktop,quarta,08-11,link_email,acompanhar_noticias,3,3.99,39.3,71.93,0,1,0,1,News Post,4,0.5464,0
326,Administrativo,desktop,quinta,06-08,atalho_sistema,ler_comunicado,2,14.45,127.44,161.48,0,0,0,1,News Post,2,0.7892,0
327,Operacional,desktop,terca,11-14,home_direta,buscar_sistema,2,21.86,49.77,92.12,0,0,0,1,Site Page,2,0.5403,0
328,Tecnico,desktop,segunda,08-11,busca_interna,buscar_documento,1,19.37,22.87,50.34,1,0,0,1,Document,2,0.4543,0
329,Administrativo,desktop,terca,06-08,link_email,ler_comunicado,4,9.72,47.34,61.71,0,1,0,0,News Post,5,0.7671,0
330,Tecnico,desktop,sexta,14-17,home_direta,acompanhar_noticias,5,13.93,26.66,57.11,0,1,0,1,News Post,6,0.4668,0
331,Pesquisador,desktop,sabado,08-11,link_email,buscar_documento,2,34.4,12.71,82.05,0,0,0,1,Document,2,0.1549,0
332,Administrativo,mobile_web,terca,08-11,atalho_sistema,buscar_sistema,2,35.7,32.67,84.64,0,0,0,0,Site Page,2,0.386,0
333,Administrativo,desktop,quinta,08-11,atalho_sistema,buscar_sistema,2,14.15,29.88,76.66,0,0,1,1,Site Page,3,0.3898,0
334,Tecnico,desktop,terca,06-08,atalho_sistema,buscar_sistema,8,12.28,57.795550652443474,86.44509227757673,0,0,1,0,Site Page,9,0.6686,0
335,Administrativo,desktop,quarta,08-11,atalho_sistema,buscar_sistema,3,24.74,18.72,59.34,0,0,0,1,Site Page,3,0.3155,0
336,Tecnico,desktop,quarta,11-14,atalho_sistema,buscar_documento,2,81.16,39.45,128.04,1,0,1,0,Document,4,0.3081,0
337,Operacional,desktop,sexta,08-11,atalho_sistema,buscar_pessoa,1,37.08,35.08,80.32,1,0,0,1,Site Page,2,0.4368,0
338,Administrativo,mobile_web,quinta,08-11,atalho_sistema,buscar_sistema,1,39.55,23.43,93.44,0,0,1,1,Site Page,2,0.2507,0
339,Tecnico,desktop,terca,11-14,busca_interna,buscar_documento,6,54.25,69.26,126.67,1,0,1,1,Document,8,0.5468,0
340,Pesquisador,desktop,segunda,14-17,home_direta,buscar_documento,3,21.23,45.69,75.24,0,0,1,1,Document,4,0.6073,0
341,Tecnico,desktop,quarta,06-08,atalho_sistema,buscar_sistema,4,30.87,36.02,70.73,0,0,1,1,Site Page,5,0.5093,0
342,Pesquisador,desktop,quinta,08-11,home_direta,ler_comunicado,7,11.77,157.77,173.04,0,1,0,1,News Post,8,0.9118,0
343,Operacional,desktop,domingo,11-14,link_email,acompanhar_noticias,3,10.85,36.06,68.68,0,1,0,1,News Post,4,0.525,0
344,Operacional,desktop,quarta,08-11,atalho_sistema,buscar_sistema,3,13.28,33.49,72.22,0,0,1,1,Site Page,4,0.4637,0
345,Operacional,desktop,terca,08-11,busca_interna,buscar_pessoa,2,88.19,13.39,107.31,1,0,0,1,Site Page,3,0.1248,0
346,Pesquisador,desktop,domingo,08-11,home_direta,buscar_documento,1,35.13,46.33,96.14,0,0,0,1,Document,1,0.4819,0
347,Tecnico,desktop,quarta,17-20,atalho_sistema,buscar_sistema,6,18.98,31.37,67.72,0,0,1,0,Site Page,7,0.4632,0
348,Pesquisador,desktop,quarta,11-14,home_direta,buscar_sistema,1,25.08,20.82,61.39,0,0,0,1,Site Page,1,0.3391,0
349,Administrativo,desktop,quarta,06-08,link_email,ler_comunicado,3,10.32,86.49,122.69,0,1,0,0,News Post,4,0.7049,0
350,Administrativo,desktop,quinta,08-11,atalho_sistema,buscar_pessoa,3,79.67,72.88,164.24,0,0,0,0,Site Page,3,0.4437,0
351,Pesquisador,desktop,terca,14-17,link_email,buscar_documento,2,34.65,11.45,67.61,1,0,1,0,Document,4,0.1694,0
352,Pesquisador,desktop,quinta,08-11,home_direta,ler_comunicado,5,9.04,91.99,128.89,0,1,0,1,News Post,6,0.7137,0
353,Administrativo,desktop,sexta,08-11,link_email,buscar_sistema,3,22.16,12.7,43.5,0,0,1,1,Site Page,4,0.292,0
354,Pesquisador,desktop,quarta,11-14,busca_interna,ler_comunicado,2,37.05,63.97,122.42,1,0,0,1,News Post,3,0.5225,0
355,Tecnico,desktop,quarta,08-11,home_direta,buscar_pessoa,2,15.91,12.28,57.41,0,0,0,1,Site Page,2,0.2139,0
356,Pesquisador,desktop,segunda,08-11,atalho_sistema,acompanhar_noticias,7,16.0,69.69,87.42,0,1,0,1,News Post,8,0.7972,0
357,Administrativo,desktop,quarta,06-08,home_direta,buscar_sistema,5,25.86,29.3,72.98,0,0,1,1,Site Page,6,0.4015,0
358,Administrativo,desktop,sabado,11-14,home_direta,buscar_documento,1,88.14,43.35,146.22,1,0,1,1,Document,3,0.2965,0
359,Pesquisador,desktop,terca,08-11,atalho_sistema,ler_comunicado,1,8.29,48.34,71.58,0,1,0,1,News Post,2,0.6753,0
360,Administrativo,desktop,segunda,08-11,atalho_sistema,buscar_sistema,1,36.59,31.2,74.82,0,0,1,1,Site Page,2,0.417,0
361,Tecnico,desktop,sabado,11-14,busca_interna,buscar_documento,1,43.47,15.44,96.73,1,0,0,0,Document,2,0.1596,0
362,Pesquisador,desktop,terca,08-11,home_direta,ler_comunicado,2,11.95,90.4,112.03,0,1,0,1,News Post,3,0.8069,0
363,Tecnico,desktop,terca,08-11,busca_interna,buscar_documento,6,33.69,40.84,84.35,1,0,1,0,Document,8,0.4842,0
364,Operacional,desktop,sabado,06-08,link_email,acompanhar_noticias,4,5.79,50.1,84.06,0,1,0,1,News Post,5,0.596,0
365,Operacional,desktop,segunda,14-17,atalho_sistema,buscar_sistema,3,7.36,10.64,49.46,0,0,0,1,Site Page,3,0.2151,0
366,Administrativo,desktop,quinta,08-11,atalho_sistema,buscar_documento,3,105.56,24.31,148.8,1,0,0,1,Document,4,0.1634,0
367,Administrativo,desktop,terca,14-17,home_direta,acompanhar_noticias,6,10.66,15.75,32.13,0,1,0,1,News Post,7,0.4902,0
368,Tecnico,desktop,quarta,11-14,busca_interna,buscar_documento,3,60.7,103.06,165.03,1,0,0,1,Document,4,0.6245,0
369,Operacional,desktop,quarta,06-08,atalho_sistema,buscar_sistema,3,35.78,22.12,61.54,0,0,1,1,Site Page,4,0.3594,0
370,Tecnico,desktop,sexta,08-11,busca_interna,buscar_documento,2,43.44,21.87,88.55,1,0,0,1,Document,3,0.247,0
371,Administrativo,desktop,quinta,06-08,busca_interna,buscar_documento,3,58.63,53.14,125.25,1,0,1,1,Document,5,0.4243,0
372,Operacional,desktop,terca,06-08,atalho_sistema,buscar_documento,2,21.33,9.32,55.86,0,0,0,1,Document,2,0.1668,0
373,Administrativo,desktop,quarta,14-17,atalho_sistema,ler_comunicado,6,20.64,61.61,104.79,0,1,0,1,News Post,7,0.5879,0
374,Operacional,desktop,terca,14-17,home_direta,ler_comunicado,6,6.72,30.14,43.7,0,1,0,1,News Post,7,0.6897,0
375,Operacional,desktop,quarta,14-17,link_email,acompanhar_noticias,3,17.22,96.91,121.22,0,1,0,0,News Post,4,0.7995,0
376,Operacional,desktop,terca,17-20,atalho_sistema,buscar_sistema,1,24.21,41.82,70.82,0,0,1,1,Site Page,2,0.5905,0
377,Tecnico,desktop,quarta,06-08,link_email,acompanhar_noticias,7,12.49,30.05,97.56,0,1,0,1,News Post,8,0.308,0
378,Administrativo,desktop,quarta,08-11,link_email,ler_comunicado,3,7.6,56.29,76.51,0,1,0,1,News Post,4,0.7357,0
379,Pesquisador,desktop,quarta,06-08,atalho_sistema,buscar_documento,2,32.71,31.68,78.15,0,0,0,0,Document,2,0.4054,0
380,Tecnico,mobile_web,segunda,08-11,atalho_sistema,buscar_documento,1,129.66,16.73,173.9,1,0,1,1,Document,3,0.0962,0
381,Operacional,desktop,segunda,06-08,atalho_sistema,buscar_sistema,5,15.23,24.37,54.41,0,0,0,1,Site Page,5,0.4479,0
382,Administrativo,desktop,quinta,06-08,atalho_sistema,buscar_pessoa,1,271.78,15.49,292.02,1,0,0,1,Site Page,2,0.053,0
383,Pesquisador,desktop,quinta,11-14,busca_interna,ler_comunicado,1,20.05,57.66,89.08,1,1,0,1,News Post,3,0.6473,0
384,Operacional,desktop,quinta,06-08,home_direta,acompanhar_noticias,1,13.27,47.62,95.28,0,1,0,1,News Post,2,0.4998,0
385,Operacional,desktop,terca,06-08,atalho_sistema,buscar_sistema,5,26.06,12.84,50.51,0,0,1,0,Site Page,6,0.2542,0
386,Pesquisador,desktop,segunda,14-17,busca_interna,buscar_documento,2,68.01,142.79,215.84,1,0,1,1,Document,4,0.6616,0
387,Tecnico,desktop,quarta,11-14,home_direta,buscar_sistema,5,58.63,20.37,92.06,0,0,1,1,Site Page,6,0.2213,0
388,Administrativo,desktop,sexta,11-14,home_direta,buscar_pessoa,1,54.73,18.54,76.41,0,0,0,1,Site Page,1,0.2426,0
389,Pesquisador,desktop,quinta,08-11,link_email,ler_comunicado,4,14.44,47.98,66.17,0,0,0,1,News Post,4,0.7251,0
